index	sentence1	label
593	i hope you arnt pissed off but id would really like to see you tomorrow. love me xxxxxxxxxxxxxx	0
594	no. thank you. you've been wonderful	0
595	sorry da..today i wont come to play..i have driving clas..	0
596	oh ya... got hip hop open. haha i was thinking can go for jazz then zoom to cine... actually tonight i'm free leh... and there's a kb lesson tonight	0
597	where wuld i be without my baby? the thought alone mite break me and i don??t wanna go crazy but everyboy needs his lady xxxxxxxx	0
598	was just about to ask. will keep this one. maybe that's why you didn't get all the messages we sent you on glo	0
599	great. hope you are using your connections from mode men also cos you can never know why old friends can lead you to today	0
600	sorry, i'll call later in meeting.	0
601	ok., is any problem to u frm him? wats matter?	0
602	hey. you got any mail?	0
603	i'm glad. you are following your dreams.	0
604	lord of the rings:return of the king in store now!reply lotr by 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate. reply stop to end txts	1
605	dunno lei shd b driving lor cos i go sch 1 hr oni.	0
606	it's cool, let me know before it kicks off around  &lt;#&gt; , i'll be out and about all day	0
607	do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08000776320 now or reply for delivery tomorrow	1
608	gettin rdy to ship comp	0
609	oh yeah i forgot. u can only take 2 out shopping at once.	0
610	god bless.get good sleep my dear...i will pray!	0
611	update your face book status frequently :)	0
612	my uncles in atlanta. wish you guys a great semester.	0
613	i will be outside office take all from there	0
614	so is there anything specific i should be doing with regards to jaklin or what because idk what the fuck	0
615	sorry man, accidentally left my phone on silent last night and didn't check it til i got up	0
616	please tell me you have some of that special stock you were talking about	0
617	go chase after her and run her over while she's crossing the street	0
618	i cant talk to you now.i will call when i can.dont keep calling.	0
619	babe, have you got enough money to pick up bread and milk ? and i'll give you it back when you get home ?	0
620	somewhr someone is surely made 4 u. and god has decided a perfect time to make u meet dat person. . . . till den, . . . . . enjoy ur crushes..!!!;-)	0
621	how many times i told in the stage all use to laugh. you not listen aha.	0
622	but if she.s drinkin i'm ok.	0
623	aiyo cos i sms ?_ then ?_ neva reply so i wait 4 ?_ to reply lar. i tot ?_ havent finish ur lab wat.	0
624	nope. since ayo travelled, he has forgotten his guy	0
625	tell your friends what you plan to do on valentines day @ &lt;url&gt;	0
626	printer is cool. i mean groovy. wine is groovying	0
627	yes i will be there. glad you made it.	0
628	sorry, i'll call later in meeting.	0
629	you are right. meanwhile how's project twins comin up	0
630	then i buy.	0
631	message:some text missing* sender:name missing* *number missing *sent:date missing *missing u a lot thats y everything is missing sent via fullonsms.com	0
632	wot u wanna do then missy?	0
633	but i juz remembered i gotta bathe my dog today..	0
634	thanx 4 puttin da fone down on me!!	0
635	i've got ten bucks, jay is being noncomittal	0
636	\hey j! r u feeling any better	0
637	its like that hotel dusk game i think. you solve puzzles in a area thing	0
638	i will send them to your email. do you mind  &lt;#&gt;  times per night?	0
639	we r outside already.	0
640	don't think about \what u have got\" think about \"how to use it that you have got\" good ni8"	0
641	you dont know you jabo me abi.	0
642	stop knowing me so well!	0
643	this is a long fuckin showr	0
644	lol they don't know about my awesome phone. i could click delete right now if i want.	0
645	the guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. i'm nervous because of course now he may have my address. should i call his boss and tell him, knowing this may get him fired?	0
646	party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more	0
647	i wait 4 ?_ inside da car park...	0
648	tell my  bad character which u dnt lik in me. i'll try to change in  &lt;#&gt; . i ll add tat 2 my new year resolution. waiting for ur reply.be frank...good morning.	0
649	or i guess  &lt;#&gt;  min	0
650	i can call in  &lt;#&gt;  min if thats ok	0
651	you have 1 new message. please call 08712400200.	1
652	y so late but i need to go n get da laptop...	0
653	mm so you asked me not to call radio	0
654	are you coming to day for class.	0
655	s..antha num corrct dane	0
656	c movie is juz last minute decision mah. juz watch 2 lar but i tot ?_ not interested.	0
657	fine. do you remember me.	0
658	s now only i took tablets . reaction morning only.	0
659	how much for an eighth?	0
660	5p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys: zed 08701417012 profit 2 charity.	1
661	ladies first and genus second k .	0
662	mum, i've sent you many many messages since i got here. i just want to know that you are actually getting them. do enjoy the rest of your day.	0
663	sorry,  in meeting i'll call you later	0
664	hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. play now! send hmv to 86688 more info:www.100percent-real.com	1
665	nope watching tv at home... not going out. v bored...	0
666	tomarrow i want to got to court. at  &lt;decimal&gt; . so you come to bus stand at 9.	0
667	not yet chikku..wat abt u?	0
668	one of best dialogue in cute reltnship..!! \wen i die	0
669	free game. get rayman golf 4 free from the o2 games arcade. 1st get ur games settings. reply post, then save & activ8. press 0 key for arcade. termsapply	1
670	happy birthday... may all ur dreams come true...	0
671	nope... juz off from work...	0
672	dun b sad.. it's over.. dun thk abt it already. concentrate on ur other papers k.	0
673	hi dude hw r u da realy mising u today	0
674	[??_] anyway, many good evenings to u! s	0
675	nice.nice.how is it working?	0
676	get ready to put on your excellent sub face :)	0
677	no da. i am happy that we sit together na	0
678	if i not meeting ?_ all rite then i'll go home lor. if ?_ dun feel like comin it's ok.	0
679	ultimately tor motive tui achieve korli.	0
680	xmas prize draws! we are trying to contact u. todays draw shows that you have won a ??2000 prize guaranteed. call 09058094565 from land line. valid 12hrs only	1
681	\boo babe! u enjoyin yourjob? u seemed 2 b gettin on well hunny!hope ure ok?take care & i??llspeak 2u soonlots of loveme xxxx.\""	0
682	that one week leave i put know that time. why.	0
683	so anyways, you can just go to your gym or whatever, my love *smiles* i hope your ok and having a good day babe ... i miss you so much already	0
684	i am seeking a lady in the street and a freak in the sheets. is that you?	0
685	yeah i think my usual guy's still passed out from last night, if you get ahold of anybody let me know and i'll throw down	0
686	would me smoking you out help us work through this difficult time	0
687	its ok, called mom instead have fun	0
688	no sir. that's why i had an 8-hr trip on the bus last week. have another audition next wednesday but i think i might drive this time.	0
689	it means u could not keep ur words.	0
690	i dont thnk its a wrong calling between us	0
691	i was just callin to say hi. take care bruv!	0
692	no chikku nt yet.. ya i'm free	0
693	oh... haha... den we shld had went today too... gee, nvm la... kaiez, i dun mind goin jazz oso... scared hiphop open cant catch up...	0
694	lol! oops sorry! have fun.	0
695	&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. and tomorrow will be the best day of your life. dont break this chain. if you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...	0
696	wow ... i love you sooo much, you know ? i can barely stand it ! i wonder how your day goes and if you are well, my love ... i think of you and miss you	0
697	how i noe... she's in da car now... later then c lar... i'm wearing shorts...	0
698	lmao ok i wont be needing u to do my hair anymore.	0
699	hey what are you doing. y no reply pa..	0
700	when did you get to the library	0
701	yeah, we got one lined up for us	0
702	have you heard about that job? i'm going to that wildlife talk again tonight if u want2come. its that2worzels and a wizzle or whatever it is?!	0
703	i want to tel u one thing u should not mistake me k this is the message that you sent:)	0
704	i think its far more than that but find out. check google maps for a place from your dorm.	0
705	all e best 4 ur driving tmr :-)	0
706	i got another job! the one at the hospital doing data analysis or something, starts on monday! not sure when my thesis will got finished	0
707	god's love has no limit. god's grace has no measure. god's power has no boundaries. may u have god's endless blessings always in ur life...!! gud ni8	0
708	thank god they are in bed!	0
709	text & meet someone sexy today. u can find a date or even flirt its up to u. join 4 just 10p. reply with name & age eg sam 25. 18 -msg recd@thirtyeight pence	1
710	enjoy urself tmr...	0
711	how is your schedule next week? i am out of town this weekend.	0
712	good morning pookie pie! lol hope i didn't wake u up	0
713	only 2% students solved this cat question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? tell me the answer if u r brilliant...1thing.i got d answr.	0
714	and whenever you and i see we can still hook up too.	0
715	cuz ibored. and don wanna study	0
716	thanx...	0
717	hello- thanx for taking that call. i got a job! starts on monday!	0
718	* thought i didn't see you.	0
719	sir goodmorning, once free call me.	0
720	just send a text. we'll skype later.	0
721	good afternoon on this glorious anniversary day, my sweet j !! i hope this finds you happy and content, my prey. i think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... you cougar-pen	0
722	how much u trying to get?	0
723	yup i thk so until e shop closes lor.	0
724	hi. customer loyalty offer:the new nokia6650 mobile from only ??10 at txtauction! txt word: start to no: 81151 & get yours now! 4t&ctxt tc 150p/mtmsg	1
725	hi there. we have now moved in2 our pub . would be great 2 c u if u cud come up.	0
726	good morning, my love ... i go to sleep now and wish you a great day full of feeling better and opportunity ... you are my last thought babe, i love you *kiss*	0
727	guy, no flash me now. if you go call me, call me. how madam. take care oh.	0
728	can come my room but cannot come my house cos my house still messy... haha...	0
729	today's offer! claim ur ??150 worth of discount vouchers! text yes to 85023 now! savamob, member offers mobile! t cs 08717898035. ??3.00 sub. 16 . unsub reply x	1
730	not heard from u4 a while. call 4 rude chat private line 01223585334 to cum. wan 2c pics of me gettin shagged then text pix to 8552. 2end send stop 8552 sam xxx	1
731	i'm fine. hope you are good. do take care.	0
732	neither [in sterm voice] - i'm studying. all fine with me! not sure the  thing will be resolved, tho. anyway. have a fab hols	0
733	congrats kano..whr s the treat maga?	0
734	i'm gonna say no. sorry. i would but as normal am starting to panic about time. sorry again! are you seeing on tuesday?	0
735	pls accept me for one day. or am begging you change the number.	0
736	idk. you keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. and i'm tired. i have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.	0
737	i also thk too fast... xy suggest one not me. u dun wan it's ok. going 2 rain leh where got gd.	0
738	i not busy juz dun wan 2 go so early.. hee..	0
739	i accidentally brought em home in the box	0
740	me n him so funny...	0
741	perhaps * is much easy give your account identification, so i will tomorrow at uni	0
742	yeah hopefully, if tyler can't do it i could maybe ask around a bit	0
743	how come guoyang go n tell her? then u told her?	0
744	finish liao... u?	0
745	what will we do in the shower, baby?	0
746	the monthly amount is not that terrible and you will not pay anything till 6months after finishing school.	0
747	a bit of ur smile is my hppnss, a drop of ur tear is my sorrow, a part of ur heart is my life, a heart like mine wil care for u, forevr as my goodfriend	0
748	now got tv 2 watch meh? u no work today?	0
749	nvm take ur time.	0
750	geeeee ... your internet is really bad today, eh ?	0
751	you should know now. so how's anthony. are you bringing money. i've school fees to pay and rent and stuff like that. thats why i need your help. a friend in need....|	0
752	xmas & new years eve tickets are now on sale from the club, during the day from 10am till 8pm, and on thurs, fri & sat night this week. they're selling fast!	1
753	message important information for o2 user. today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you	1
754	every monday..nxt week vl be completing..	0
755	\oh fuck. juswoke up in a bed on a boatin the docks. slept wid 25 year old. spinout! giv u da gossip l8r. xxx\""	0
756	i can't right this second, gotta hit people up first	0
757	hurry home u big butt. hang up on your last caller if u have to. food is done and i'm starving. don't ask what i cooked.	0
758	hey anyway i have to :-)	0
759	crazy ar he's married. ?? like gd looking guys not me. my frens like say he's korean leona's fave but i dun thk he is. aft some thinking mayb most prob i'll go.	0
760	you have won! as a valued vodafone customer our computer has picked you to win a ??150 prize. to collect is easy. just call 09061743386	1
761	pls go ahead with watts. i just wanted to be sure. do have a great weekend. abiola	0
762	do you know why god created gap between your fingers..? so that, one who is made for you comes &amp; fills those gaps by holding your hand with love..!	0
763	u should make a fb list	0
764	ok good then i later come find ?_... c lucky i told ?_ to go earlier... later pple take finish ?_ no more again...	0
765	lol please do. actually send a pic of yourself right now. i wanna see. pose with a comb and hair dryer or something.	0
766	\si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also bought??braindance??a comp.ofstuff on aphex??s ;abel	0
767	o turns out i had stereo love on mi phone under the unknown album.	0
768	i will be gentle baby! soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...	0
769	then its most likely called mittelschmertz. google it. if you dont have paracetamol dont worry it will go.	0
770	hi darlin ive just got back and i had a really nice night and thanks so much for the lift see u tomorrow xxx	0
771	sorry i flaked last night, shit's seriously goin down with my roommate, what you up to tonight?	0
772	ok...	0
773	you are not bothering me but you have to trust my answers. pls.	0
774	im gonnamissu so much!!i would say il send u a postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract!! luv yaxx	0
775	yeah no probs - last night is obviously catching up with you... speak soon	0
776	don't necessarily expect it to be done before you get back though because i'm just now headin out	0
777	i don't run away frm u... i walk slowly &amp; it kills me that u don't care enough to stop me...	0
778	i'm back, lemme know when you're ready	0
779	watching tv now. i got new job :)	0
780	erm... woodland avenue somewhere. do you get the parish magazine, his telephone number will be in there.	0
781	i just lov this line: \hurt me with the truth i wil tolerat.bcs ur my someone..... but never comfort me with a lie\" gud ni8 and sweet dreams"	0
782	that's my honeymoon outfit. :)	0
783	my love ! how come it took you so long to leave for zaher's? i got your words on ym and was happy to see them but was sad you had left. i miss you	0
784	send to someone else :-)	0
785	k do i need a login or anything	0
786	urgent!! your 4* costa del sol holiday or ??5000 await collection. call 09050090044 now toclaim. sae, tc s, pobox334, stockport, sk38xh, cost??1.50/pm, max10mins	1
787	are you going to write ccna exam this week??	0
788	ill call u 2mrw at ninish, with my address that icky american freek wont stop callin me 2 bad jen k eh?	0
789	i agree. so i can stop thinkin about ipad. can you please ask macho the same question.	0
790	actually i'm waiting for 2 weeks when they start putting ad.	0
791	wat ?_ doing now?	0
792	same here, but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it don't matter	0
793	my darling sister. how are you doing. when's school resuming. is there a minimum wait period before you reapply? do take care	0
794	that's necessarily respectful	0
795	nice talking to you! please dont forget my pix :) i want to see all of you...	0
796	sounds like a plan! cardiff is still here and still cold! i'm sitting on the radiator!	0
797	this msg is for your mobile content order it has been resent as previous attempt failed due to network error queries to customersqueries@netvision.uk.com	1
798	i'll be late...	0
799	or ?_ go buy wif him then i meet ?_ later can?	0
800	nokia phone is lovly..	0
801	i met you as a stranger and choose you as my friend. as long as the world stands, our friendship never ends. lets be friends forever!!! gud nitz...	0
802	shall i come to get pickle	0
803	i???m going to try for 2 months ha ha only joking	0
804	solve d case : a man was found murdered on  &lt;decimal&gt; . &lt;#&gt;  afternoon. 1,his wife called police. 2,police questioned everyone. 3,wife: sir,i was sleeping, when the murder took place. 4.cook: i was cooking. 5.gardener: i was picking vegetables. 6.house-maid: i went 2 d post office. 7.children: we went 2 play. 8.neighbour: we went 2 a marriage. police arrested d murderer immediately. who's it? reply with reason, if u r brilliant.	0
805	do u still have plumbers tape and a wrench we could borrow?	0
806	sorry, i'll call later	0
807	nice. wait...should you be texting right now? i'm not gonna pay your ticket, ya know!	0
808	just looked it up and addie goes back monday, sucks to be her	0
809	did you say bold, then torch later. or one torch and 2bold?	0
810	watching cartoon, listening music &amp; at eve had to go temple &amp; church.. what about u?	0
811	hello, my boytoy! i made it home and my constant thought is of you, my love. i hope your having a nice visit but i can't wait till you come home to me ...*kiss*	0
812	hey gals...u all wanna meet 4 dinner at n??te?	0
813	hey what happen de. are you alright.	0
814	congrats! 2 mobile 3g videophones r yours. call 09061744553 now! videochat wid ur mates, play java games, dload polyh music, noline rentl. bx420. ip4. 5we. 150pm	1
815	dont search love, let love find u. thats why its called falling in love, bcoz u dont force yourself, u just fall and u know there is smeone to hold u... bslvyl	0
816	nope wif my sis lor... aft bathing my dog then i can bathe... looks like it's going 2 rain soon.	0
817	i av a new number,  . wil u only use this one,ta.	0
818	hmm thinking lor...	0
819	tessy..pls do me a favor. pls convey my birthday wishes to nimya..pls dnt forget it. today is her birthday shijas	0
820	ringtoneking 84484	1
821	i cant pick the phone right now. pls send a message	0
822	ok. me watching tv too.	0
823	thanks love. but am i doing torch or bold.	0
824	yup i've finished c ?_ there...	0
825	\hello u.call wen u finish wrk.i fancy meetin up wiv u all tonite as i need a break from dabooks. did 4 hrs last nite+2 today of wrk!\""	0
826	hey morning what you come to ask:-) pa...	0
827	spjanuary male sale! hot gay chat now cheaper, call 08709222922. national rate from 1.5p/min cheap to 7.8p/min peak! to stop texts call 08712460324 (10p/min)	1
828	i don't know but i'm raping dudes at poker	0
829	this message is free. welcome to the new & improved sex & dogging club! to unsubscribe from this service reply stop. msgs@150p 18+only	1
830	have you been practising your curtsey?	0
831	juz now havent woke up so a bit blur blur... can? dad went out liao... i cant cum now oso...	0
832	urgent! your mobile no 077xxx won a ??2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362206 asap! box97n7qp, 150ppm	1
833	what time. i???m out until prob 3 or so	0
834	the xmas story is peace.. the xmas msg is love.. the xmas miracle is jesus.. hav a blessed month ahead &amp; wish u merry xmas...	0
835	i wnt to buy a bmw car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob	0
836	wat time liao, where still got.	0
837	ok pa. nothing problem:-)	0
838	dear dave this is your final notice to collect your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm	1
839	what do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but only to my wife of my liking.be that and see..no one can give you that.dont call me.i will wait till i come.	0
840	i bought the test yesterday. its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. but pls pls dont fret. i know u r worried. pls relax. also is there anything in ur past history u need to tell me?	0
841	look at the fuckin time. what the fuck you think is up	0
842	merry christmas to u too annie!	0
843	as per your request 'melle melle (oru minnaminunginte nurungu vettam)' has been set as your callertune for all callers. press *9 to copy your friends callertune	0
844	sorry, got a late start, we're on the way	0
845	what class of  &lt;#&gt;  reunion?	0
846	poor girl can't go one day lmao	0
847	there is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..	0
848	better than bb. if he wont use it, his wife will or them doctor	0
849	the hair cream has not been shipped.	0
850	hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night	0
851	correct. so how was work today	0
852	awesome, i'll see you in a bit	0
853	k.k:)apo k.good movie.	0
854	i realise you are a busy guy and i'm trying not to be a bother. i have to get some exams outta the way and then try the cars. do have a gr8 day	0
855	you still around? looking to pick up later	0
856	ok ill send you with in  &lt;decimal&gt;  ok.	0
857	yes i have. so that's why u texted. pshew...missing you so much	0
858	two fundamentals of cool life: \walk whoever is the king\"!... gud nyt"	0
859	well at this right i'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you	0
860	ok how you dear. did you call chechi	0
861	sac will score big hundred.he is set batsman:-)	0
862	bored of speed dating? try speedchat, txt speedchat to 80155, if you don't like em txt swap and get a new chatter! chat80155 pobox36504w45wq 150p/msg rcd 16	1
863	nt yet chikku..simple habba..hw abt u?	0
864	xy trying smth now. u eat already? we havent...	0
865	do you know where my lab goggles went	0
866	its a part of checking iq	0
867	or u ask they all if next sat can a not. if all of them can make it then i'm ok lor.	0
868	i don't know u and u don't know me. send chat to 86688 now and let's find each other! only 150p/msg rcvd. hg/suite342/2lands/row/w1j6hl ldn. 18 years or over.	1
869	ok i thk i got it. then u wan me 2 come now or wat?	0
870	thanks for your ringtone order, reference number x29. your mobile will be charged 4.50. should your tone not arrive please call customer services 09065989180	1
871	\hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""	0
872	today is sorry day.! if ever i was angry with you, if ever i misbehaved or hurt you? plz plz just slap urself bcoz, its ur fault, i'm basically good	0
873	did you stitch his trouser	0
874	then u ask darren go n pick u lor... but i oso sian tmr haf 2 meet lect...	0
875	i told that am coming on wednesday.	0
876	hmmm:)how many players selected?	0
877	who u talking about?	0
878	ok... sweet dreams...	0
879	actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though	0
880	probably gonna swing by in a wee bit	0
881	yeah if we do have to get a random dude we need to change our info sheets to party  &lt;#&gt; /7 never study just to be safe	0
882	k so am i, how much for an 8th? fifty?	0
883	hi kindly give us back our documents which we submitted for loan from stapati	0
884	you can never do nothing	0
885	oh yeah! and my diet just flew out the window	0
886	oh...i asked for fun. haha...take care. ?_	0
887	gud ni8.swt drms.take care	0
888	save yourself the stress. if the person has a dorm account, just send your account details and the money will be sent to you.	0
889	da is good good player.why he is unsold.	0
890	you might want to pull out more just in case and just plan on not spending it if you can, i don't have much confidence in derek and taylor's money management	0
891	sitting in mu waiting for everyone to get out of my suite so i can take a shower	0
892	good afternoon, my love ! any job prospects ? are you missing me ? what do you do ? are you being lazy and bleak, hmmm ? or happy and filled with my love ?	0
893	i am literally in bed and have been up for like  &lt;#&gt;  hours	0
894	ok da, i already planned. i wil pick you.	0
895	oh unintentionally not bad timing. great. fingers  the trains play along! will give fifteen min warning.	0
896	mm i had my food da from out	0
897	hot live fantasies call now 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 is a national rate call	1
898	alright i have a new goal now	0
899	i sent lanre fakeye's eckankar details to the mail box	0
900	i'm at work. please call	0
901	omg if its not one thing its another. my cat has worms :/ when does this bad day end?	0
902	excellent! are you ready to moan and scream in ecstasy?	0
903	they did't play one day last year know even though they have very good team.. like india.	0
904	hui xin is in da lib.	0
905	i got a call from a landline number. . . i am asked to come to anna nagar . . . i will go in the afternoon	0
906	i'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.	0
907	yo carlos, a few friends are already asking me about you, you working at all this weekend?	0
908	i'm in a meeting, call me later at	0
909	got it! it looks scrumptious... daddy wants to eat you all night long!	0
910	no my blankets are sufficient, thx	0
911	dear how you. are you ok?	0
912	that seems unnecessarily hostile	0
913	single line with a big meaning::::: \miss anything 4 ur \"best life\" but	0
914	finally it has happened..! aftr decades..! beer is now cheaper than petrol! the goverment expects us to \drink\". . . but don't \"drive \""	0
915	can you pls pls send me a mail on all you know about relatives coming to deliver here? all you know about costs, risks, benefits and anything else. thanks.	0
916	in work now. going have in few min.	0
917	i am not sure about night menu. . . i know only about noon menu	0
918	she just broke down a list of reasons why nobody's in town and i can't tell if she's being sarcastic or just faggy	0
919	goodmorning,my grandfather expired..so am on leave today.	0
920	jade its paul. y didn??t u txt me? do u remember me from barmed? i want 2 talk 2 u! txt me	0
921	thanks for your subscription to ringtone uk your mobile will be charged ??5/month please confirm by replying yes or no. if you reply no you will not be charged	1
922	babes i think i got ur brolly i left it in english wil bring it in 2mrw 4 u luv franxx	0
923	double eviction this week - spiral and michael and good riddance to them!	0
924	mum ask ?_ to buy food home...	0
925	hey you around? i've got enough for a half + the ten i owe you	0
926	just taste fish curry :-p	0
927	i really need 2 kiss u i miss u my baby from ur baby 4eva	0
928	re your call; you didn't see my facebook huh?	0
929	win: we have a winner! mr. t. foley won an ipod! more exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk	1
930	free entry into our ??250 weekly competition just text the word win to 80086 now. 18 t&c www.txttowin.co.uk	1
931	talk to g and x about that	0
932	waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,zindgi wo nahi he jo hum sochte hai zindgi wo hai jo ham jeetey hai..........	0
933	lol what happens in vegas stays in vegas	0
934	get 3 lions england tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. tones 3gbp network operator rates apply	1
935	only saturday and sunday holiday so its very difficult:)	0
936	wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us	0
937	k..give back my thanks.	0
938	u calling me right? call my hand phone...	0
939	six chances to win cash! from 100 to 20,000 pounds txt> csh11 and send to 87575. cost 150p/day, 6days, 16+ tsandcs apply reply hl 4 info	1
940	yo we are watching a movie on netflix	0
941	<forwarded from 21870000>hi - this is your mailbox messaging sms alert. you have 40 matches. please call back on 09056242159 to retrieve your messages and matches cc100p/min	1
942	wot u up 2 u weirdo?	0
943	thanks  and ! or bomb and date as my phone wanted to say!	0
944	burger king - wanna play footy at a top stadium? get 2 burger king before 1st sept and go large or super with coca-cola and walk out a winner	1
945	love it! the girls at the office may wonder why you are smiling but sore...	0
946	free camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. call 08001950382 or call2optout/j mf	1
947	night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay. gud mrng	0
948	were gonna go get some tacos	0
949	a gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;	0
950	all will come alive.better correct any good looking figure there itself..	0
951	1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. can u 4fil theirs? text cute to 69911(??1.50p. m)	1
952	imagine life without me... see.. how fast u are searching me?don't worry.. l'm always there to disturb u.. goodnoon..:)	0
953	i will come tomorrow di	0
954	i cant pick the phone right now. pls send a message	0
955	pls dont restrict her from eating anythin she likes for the next two days.	0
956	no got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch	0
957	er mw im filled tuth is aight	0
958	ok. very good. its all about making that money.	0
959	come aftr  &lt;decimal&gt; ..now i m cleaning the house	0
960	teach me apps da. when you come to college.	0
961	howz that persons story	0
962	i attended but nothing is there.	0
963	lol i would but my mom would have a fit and tell the whole family how crazy and terrible i am	0
964	email alertfrom: jeri stewartsize: 2kbsubject: low-cost prescripiton drvgsto listen to email call 123	1
965	free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www.getzed.co.uk pobox 36504 w45wq norm150p/tone 16+	1
966	yo im right by yo work	0
967	princess, i like to make love  &lt;#&gt;  times per night. hope thats not a problem!	0
968	?? wait 4 me in sch i finish ard 5..	0
969	we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text free camcorder reply or call now 08000930705 del thurs	1
970	i just really need shit before tomorrow and i know you won't be awake before like 6	0
971	anything lar...	0
972	raji..pls do me a favour. pls convey my birthday wishes to nimya. pls. today is her birthday.	0
973	u reach orchard already? u wan 2 go buy tickets first?	0
974	hi its in durban are you still on this number	0
975	hi. wk been ok - on hols now! yes on for a bit of a run. forgot that i have hairdressers appointment at four so need to get home n shower beforehand. does that cause prob for u?	0
976	i have a sore throat. it's scratches when i talk	0
977	the message sent is askin for  &lt;#&gt; dollars. shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?	0
978	hi, can i please get a  &lt;#&gt;  dollar loan from you. i.ll pay you back by mid february. pls.	0
979	if he started searching he will get job in few days.he have great potential and talent.	0
980	what are your new years plans?	0
981	s...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)	0
982	well, i'm glad you didn't find it totally disagreeable ... lol	0
983	i can make lasagna for you... vodka...	0
984	hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love pete xx	0
985	i have 2 docs appointments next week.:/ i'm tired of them shoving stuff up me. ugh why couldn't i have had a normal body?	0
986	you have won a guaranteed ??1000 cash or a ??2000 prize. to claim yr prize call our customer service representative on 08714712394 between 10am-7pm	1
987	??_ and don???t worry we???ll have finished by march ??_ ish!	0
988	sms services. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with stop, no extra charge. help 08702840625.comuk. 220-cm2 9ae	1
989	thx. all will be well in a few months	0
990	a guy who gets used but is too dumb to realize it.	0
991	:)	0
992	i luv u soo much u don??t understand how special u r 2 me ring u 2morrow luv u xxx	0
993	the  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . that's why i blanked him.	0
994	hello my boytoy ... geeee i miss you already and i just woke up. i wish you were here in bed with me, cuddling me. i love you ...	0
995	december only! had your mobile 11mths+? you are entitled to update to the latest colour camera mobile for free! call the mobile update co free on 08002986906	1
996	lol. well quality aint bad at all so i aint complaining	0
997	you aren't coming home between class, right? i need to work out and shower!	0
998	i dont want to hear anything	0
999	dad wanted to talk about the apartment so i got a late start, omw now	0
1000	u coming 2 pick me?	0
